-10.03324, -5.503601, 10.03324
-9.972353, -5.486992, 10.03346
-9.911832, -5.470527, 10.03367
-9.851673, -5.454216, 10.03389
-9.791873, -5.438049, 10.03411
-9.732427, -5.422028, 10.03432
-9.673325, -5.406154, 10.03453
-9.614572, -5.390423, 10.03474
-9.556156, -5.374832, 10.03495
-9.498079, -5.359379, 10.03516
-9.440335, -5.344067, 10.03537
-9.382919, -5.328892, 10.03558
-9.325825, -5.31385, 10.03579
-9.269054, -5.298943, 10.03599
-9.212602, -5.284169, 10.03619
-9.15646, -5.269527, 10.0364
-9.100629, -5.255013, 10.0366
-9.045103, -5.240627, 10.0368
-8.989883, -5.226372, 10.03699
-8.93496, -5.212238, 10.03719
-8.880331, -5.198231, 10.03739
-8.825998, -5.184349, 10.03759
-8.771952, -5.170586, 10.03778
-8.718195, -5.156948, 10.03798
-8.664715, -5.143425, 10.03817
-8.656674, -5.156926, 10.091
-8.656919, -5.175518, 10.15387
-8.657163, -5.194298, 10.21721
-8.657408, -5.213264, 10.281
-8.657656, -5.232414, 10.34526
-8.657904, -5.251759, 10.41
-8.658157, -5.271294, 10.47522
-8.228225, -5.028145, 10.01721
-8.177161, -5.015614, 10.01726
-8.126351, -5.003192, 10.01732
-8.075788, -4.990875, 10.01738
-8.025477, -4.978668, 10.01743
-7.97541, -4.966568, 10.01749
-7.925584, -4.954571, 10.01755
-7.875998, -4.942677, 10.0176
-7.826651, -4.930885, 10.01766
-7.777536, -4.919198, 10.01771
-7.728655, -4.907612, 10.01777
-7.680003, -4.896122, 10.01782
-7.631577, -4.884735, 10.01788
-7.583375, -4.873443, 10.01793
-7.535397, -4.862251, 10.01799
-7.487636, -4.851154, 10.01804
-7.440094, -4.840157, 10.01809
-7.392766, -4.829246, 10.01815
-7.345648, -4.818436, 10.0182
-7.298741, -4.807716, 10.01825
-7.252045, -4.797089, 10.01831
-7.205551, -4.786556, 10.01836
-7.159264, -4.776112, 10.01841
-7.113173, -4.765755, 10.01846
-7.067285, -4.755489, 10.01851
-7.021593, -4.745312, 10.01857
-6.976094, -4.735222, 10.01862
-6.93079, -4.72522, 10.01867
-6.885674, -4.715302, 10.01872
-6.840749, -4.705467, 10.01877
-6.796007, -4.695721, 10.01882
-6.751455, -4.686058, 10.01887
-6.707082, -4.67648, 10.01892
-6.662892, -4.666981, 10.01897
-6.618876, -4.657566, 10.01902
-6.575042, -4.648232, 10.01907
-6.531382, -4.638977, 10.01912
-6.487894, -4.629803, 10.01917
-6.444577, -4.620709, 10.01922
-6.401429, -4.611695, 10.01927
-6.358451, -4.602752, 10.01932
-6.315634, -4.593895, 10.01936
-6.272987, -4.58511, 10.01941
-6.2305, -4.5764, 10.01946
-6.188171, -4.567768, 10.01951
-6.146005, -4.559212, 10.01956
-6.103996, -4.550728, 10.0196
-6.062141, -4.542321, 10.01965
-6.020441, -4.533985, 10.0197
-5.978893, -4.525723, 10.01974
-5.937496, -4.517529, 10.01979
-5.896249, -4.509411, 10.01984
-5.855148, -4.501362, 10.01989
-5.824972, -4.501713, 10.03851
-5.825044, -4.525612, 10.10964
-5.825119, -4.549809, 10.18153
-5.825195, -4.57431, 10.2542
-5.825272, -4.599118, 10.32765
-5.825348, -4.624241, 10.40191
-5.825427, -4.649685, 10.47698
-5.825506, -4.675453, 10.55289
-5.825586, -4.70155, 10.62964
-5.825666, -4.727986, 10.70725
-5.825747, -4.754768, 10.78574
-5.82583, -4.781899, 10.86513
-5.825913, -4.809383, 10.94543
-5.825998, -4.837235, 11.02666
-5.826084, -4.865452, 11.10883
-5.82617, -4.894051, 11.19197
-5.17406, -4.371945, 10.01383
-5.135697, -4.365353, 10.01447
-5.097452, -4.358826, 10.01511
-5.059319, -4.352356, 10.01575
-5.021299, -4.345947, 10.01639
-4.98339, -4.339596, 10.01702
-4.945592, -4.333305, 10.01765
-4.907904, -4.327076, 10.01828
-4.870322, -4.3209, 10.0189
-4.832846, -4.314786, 10.01953
-4.795478, -4.308723, 10.02015
-4.758213, -4.302724, 10.02077
-4.72105, -4.296777, 10.02139
-4.688178, -4.294719, 10.03096
-4.657639, -4.294834, 10.0455
-4.627061, -4.294953, 10.05995
-4.59644, -4.295071, 10.07431
-4.565773, -4.295189, 10.08858
-4.535062, -4.295304, 10.10275
-4.504304, -4.295421, 10.11683
-4.473503, -4.295536, 10.13082
-4.44266, -4.295651, 10.1447
-4.411772, -4.295764, 10.1585
-4.380842, -4.295879, 10.1722
-4.349867, -4.295994, 10.1858
-4.318851, -4.296109, 10.19931
-4.287792, -4.296223, 10.21272
-4.256692, -4.296337, 10.22604
-4.225548, -4.296448, 10.23926
-4.194365, -4.296563, 10.25239
-4.163138, -4.296673, 10.26542
-4.131874, -4.296783, 10.27836
-4.100566, -4.296898, 10.29119
-4.069221, -4.297009, 10.30394
-4.037834, -4.29712, 10.31659
-4.006407, -4.297226, 10.32913
-3.974942, -4.297337, 10.34159
-3.943436, -4.297448, 10.35394
-3.911892, -4.297554, 10.3662
-3.880311, -4.297666, 10.37836
-3.848691, -4.297772, 10.39043
-3.817032, -4.297878, 10.4024
-3.785336, -4.297986, 10.41426
-3.753604, -4.298092, 10.42604
-3.721834, -4.2982, 10.43771
-3.690028, -4.298306, 10.44929
-3.658185, -4.298412, 10.46077
-3.626306, -4.298516, 10.47215
-3.594391, -4.298622, 10.48343
-3.562441, -4.298726, 10.49461
-3.530457, -4.298833, 10.5057
-3.498436, -4.298935, 10.51669
-3.466382, -4.299038, 10.52758
-3.434294, -4.299142, 10.53837
-3.402171, -4.299244, 10.54906
-3.370015, -4.299344, 10.55965
-3.337825, -4.299447, 10.57014
-3.305603, -4.299546, 10.58054
-3.273347, -4.299648, 10.59083
-3.24106, -4.299748, 10.60103
-3.208742, -4.299847, 10.61113
-3.176389, -4.299946, 10.62112
-3.144006, -4.300045, 10.63102
-3.111593, -4.300145, 10.64082
-3.079147, -4.300244, 10.65051
-3.046673, -4.300339, 10.66011
-3.014167, -4.300438, 10.66961
-2.981631, -4.300534, 10.679
-2.949067, -4.300633, 10.6883
-2.919037, -4.304509, 10.70691
-2.921333, -4.35672, 10.84575
-2.923684, -4.410259, 10.98801
-2.926093, -4.465169, 11.13381
-2.785812, -4.30111, 10.73328
-2.781404, -4.345459, 10.85251
-2.78387, -4.401792, 11.00175
-2.786402, -4.459645, 11.15491
-2.789001, -4.519082, 11.31215
-2.791671, -4.580171, 11.47365
-2.794414, -4.642975, 11.63957
-2.797233, -4.707574, 11.81011
-2.800131, -4.774037, 11.98545
-2.542281, -4.391854, 11.03379
-2.542105, -4.450569, 11.18912
-2.541925, -4.510919, 11.34866
-2.53314, -4.557496, 11.47363
-2.385733, -4.352528, 10.96494
-2.352237, -4.352539, 10.9722
-2.318719, -4.352548, 10.97937
-2.28518, -4.352559, 10.98642
-2.251618, -4.352571, 10.99338
-2.218037, -4.352582, 11.00023
-2.184433, -4.352593, 11.00698
-2.15081, -4.352604, 11.01363
-2.117166, -4.352616, 11.02018
-2.083503, -4.352628, 11.02662
-2.049819, -4.352635, 11.03296
-2.016117, -4.352647, 11.0392
-1.982394, -4.352658, 11.04533
-1.948654, -4.35267, 11.05136
-1.914895, -4.352681, 11.05729
-1.881118, -4.352693, 11.06312
-1.847324, -4.352704, 11.06884
-1.813512, -4.352715, 11.07446
-1.779683, -4.352727, 11.07997
-1.745838, -4.352734, 11.08539
-1.711976, -4.352746, 11.09069
-1.678097, -4.352757, 11.0959
-1.644203, -4.352768, 11.101
-1.610294, -4.35278, 11.106
-1.576369, -4.352791, 11.1109
-1.542429, -4.352803, 11.11568
-1.508474, -4.352814, 11.12037
-1.474506, -4.352822, 11.12496
-1.440524, -4.352833, 11.12944
-1.406528, -4.352845, 11.13381
-1.372519, -4.352857, 11.13808
-1.338496, -4.352868, 11.14225
-1.304461, -4.352879, 11.14632
-1.270414, -4.35289, 11.15028
-1.236354, -4.352902, 11.15413
-1.202284, -4.352914, 11.15789
-1.168201, -4.352921, 11.16153
-1.134108, -4.352932, 11.16508
-1.100003, -4.352944, 11.16852
-1.065889, -4.352955, 11.17186
-1.031764, -4.352967, 11.17509
-0.9976293, -4.352978, 11.17822
-0.9634851, -4.35299, 11.18124
-0.9293319, -4.353002, 11.18416
-0.8951699, -4.353013, 11.18697
-0.860999, -4.35302, 11.18968
-0.8268203, -4.353032, 11.19229
-0.7926338, -4.353044, 11.19479
-0.7584394, -4.353055, 11.19719
-0.7242377, -4.353066, 11.19948
-0.6900295, -4.353077, 11.20167
-0.6558145, -4.353089, 11.20375
-0.6215931, -4.3531, 11.20573
-0.5873657, -4.353112, 11.2076
-0.5531328, -4.353119, 11.20937
-0.5188943, -4.353131, 11.21104
-0.4846511, -4.353143, 11.2126
-0.4504031, -4.353154, 11.21406
-0.4161507, -4.353166, 11.21541
-0.3818944, -4.353177, 11.21666
-0.3476342, -4.353189, 11.2178
-0.3133706, -4.353199, 11.21884
-0.2791038, -4.353207, 11.21977
-0.2563649, -4.558235, 11.74904
-0.220479, -4.558248, 11.74979
-0.1845908, -4.558259, 11.75044
-0.1487006, -4.55827, 11.75098
-0.1205319, -4.870332, 12.55589
-0.1371752, -8.129419, 20.95844
-0.08503322, -9.448648, 24.35997
-0.01062953, -9.448587, 24.35997
0.06377418, -9.448648, 24.35997
0.1381798, -9.44874, 24.35997
0.2125873, -9.448955, 24.35997
0.2681649, -8.829239, 22.76155
0.2759662, -7.215522, 18.60068
0.2819597, -6.113661, 15.75943
0.2858621, -5.294454, 13.64692
0.2809311, -4.541016, 11.70407
0.3187485, -4.570718, 11.7797
0.354724, -4.570691, 11.77861
0.2876735, -3.365433, 8.671817
0.283374, -3.03565, 7.821226
0.2798417, -2.764753, 7.12245
0.2768881, -2.538267, 6.538168
0.2853223, -2.439651, 6.283311
0.3045505, -2.439956, 6.283198
0.3237835, -2.440286, 6.283085
0.3430222, -2.440639, 6.282975
0.3622664, -2.441013, 6.282862
0.3815171, -2.441411, 6.28275
0.4007735, -2.441833, 6.282639
0.4200373, -2.442276, 6.282526
0.4393082, -2.442743, 6.282413
0.4585865, -2.443233, 6.282303
0.4778728, -2.443745, 6.28219
0.4971673, -2.444282, 6.282079
0.5164706, -2.444839, 6.281966
0.5357828, -2.445421, 6.281854
0.5551042, -2.446025, 6.281741
0.5744357, -2.446655, 6.28163
0.593777, -2.447305, 6.281518
0.6131288, -2.447978, 6.281405
0.6324916, -2.448677, 6.281292
0.6518658, -2.449397, 6.281178
0.6712514, -2.450141, 6.281066
0.6906488, -2.45091, 6.280953
0.7100586, -2.451699, 6.280841
0.7294811, -2.452514, 6.280728
0.7489169, -2.453354, 6.280615
0.7683659, -2.454214, 6.2805
0.7878291, -2.455098, 6.280389
0.8073062, -2.456007, 6.280274
0.8267979, -2.456937, 6.280161
0.8463047, -2.457893, 6.280047
0.8658271, -2.458874, 6.279934
0.8853648, -2.459875, 6.27982
0.9049186, -2.460903, 6.279707
0.9244893, -2.461952, 6.279593
0.9440765, -2.463028, 6.279478
0.9636812, -2.464126, 6.279365
0.9833035, -2.465248, 6.27925
1.002944, -2.466394, 6.279135
1.022603, -2.467563, 6.279021
1.042281, -2.468757, 6.278906
1.061977, -2.469978, 6.278792
1.081694, -2.471219, 6.278678
1.101431, -2.472488, 6.278563
1.121188, -2.473779, 6.278447
1.140966, -2.475095, 6.278333
1.160765, -2.476436, 6.278218
1.180585, -2.477802, 6.278101
1.200428, -2.47919, 6.277987
1.220294, -2.480606, 6.277871
1.240182, -2.482043, 6.277755
1.260094, -2.483509, 6.277638
1.280028, -2.484999, 6.277521
1.299988, -2.486512, 6.277406
1.319972, -2.488052, 6.277289
1.33998, -2.489616, 6.277173
1.360015, -2.491207, 6.277056
1.380074, -2.49282, 6.27694
1.40016, -2.494461, 6.276822
1.420273, -2.496126, 6.276705
1.440413, -2.497817, 6.276587
1.46058, -2.499534, 6.276471
1.480775, -2.501277, 6.276353
1.500999, -2.503046, 6.276234
1.521251, -2.50484, 6.276116
1.541532, -2.50666, 6.275998
1.561844, -2.508507, 6.275879
1.582185, -2.510379, 6.275761
1.602557, -2.512277, 6.275642
1.622961, -2.514204, 6.275522
1.643395, -2.516155, 6.275404
1.663861, -2.518133, 6.275284
1.68436, -2.520138, 6.275166
1.704892, -2.522169, 6.275045
1.725457, -2.524226, 6.274926
1.746056, -2.526311, 6.274806
1.766689, -2.528422, 6.274686
1.787357, -2.530563, 6.274565
1.808059, -2.53273, 6.274443
1.828799, -2.534925, 6.274323
1.849573, -2.537147, 6.2742
1.870385, -2.539394, 6.274081
1.891233, -2.541671, 6.273959
1.91212, -2.543977, 6.273837
1.933043, -2.54631, 6.273715
1.954006, -2.548669, 6.273592
1.975009, -2.551059, 6.273468
1.99605, -2.553476, 6.273346
2.017132, -2.555923, 6.273222
2.038254, -2.558397, 6.2731
2.059417, -2.560899, 6.272976
2.080623, -2.563431, 6.272852
2.10187, -2.565991, 6.272729
2.123159, -2.568582, 6.272605
